date,embedding,headline
2026-01-08,"[-1.03399483e-03  2.62675807e-02 -6.15846850e-02  9.60025787e-02
 -3.57835144e-02 -8.33329111e-02  4.13364843e-02 -1.16291471e-01
  1.29127547e-01  1.25591695e-01 -1.39216110e-01 -3.07091605e-02
  1.84080340e-02 -2.33338680e-02 -1.61030665e-01  2.33703181e-02
  3.36180776e-02  2.03234348e-02  9.88303311e-03 -6.30918071e-02
 -6.86537400e-02 -1.04639269e-02 -2.65741348e-02 -6.44289628e-02
  2.79617310e-02  7.21825473e-03 -1.22567816e-02  9.27738622e-02
  7.60247977e-03  2.51979828e-02  3.44988517e-02 -5.32608032e-02
 -3.20938975e-02 -6.17921613e-02 -2.91485265e-02 -1.14292568e-02
 -2.44367197e-02 -2.55688559e-02  4.34559733e-02  6.91423416e-02
  1.36594772e-01 -2.01089643e-02  1.24454923e-01  7.18269870e-02
 -6.85922801e-02 -1.03076190e-01  1.86483599e-02  7.16217905e-02
 -3.17798182e-02  1.76111851e-02  7.49403611e-02 -4.38496284e-02
 -5.18595390e-02  8.02877173e-03  1.31214992e-03  6.80639446e-02
 -2.29780413e-02 -1.82348881e-02  1.09597974e-01 -6.09979630e-02
 -5.87520599e-02  7.89501369e-02 -1.32478505e-01 -1.72265377e-02
  1.44712664e-02 -4.55617905e-03  8.19736044e-04  3.41428109e-02
  3.59456800e-02  7.16336593e-02  3.66210938e-04 -6.82322159e-02
  9.75163803e-02  5.51705882e-02 -5.91634102e-02 -3.44996974e-02
  1.03113808e-01  6.89197108e-02  7.75850117e-02  5.07320836e-02
  3.38177159e-02 -4.36537005e-02 -6.60281703e-02  3.47256139e-02
  3.27390023e-02 -1.96707174e-02 -7.14556351e-02  8.49742889e-02
 -6.40975125e-03 -5.26640142e-05  1.27193034e-01  2.38077380e-02
 -8.13549906e-02 -7.89822489e-02 -9.66029707e-03 -1.08801097e-01
 -9.53335222e-03  2.64481436e-02  5.72755598e-02 -1.16951205e-02
 -5.39694913e-03 -7.19788894e-02 -5.88628985e-02  1.63082555e-02
  1.17679173e-02 -8.54661763e-02 -4.56699803e-02  1.44055681e-02
  2.38468386e-02 -5.05845807e-02  1.59386527e-02 -1.06489398e-02
 -2.63983402e-02  1.58470999e-02  6.94516525e-02  1.11982552e-03
  2.01496556e-02 -5.59387207e-02  8.43463466e-02  2.33345237e-02
  2.44183019e-02 -6.21117465e-03 -9.23877284e-02 -4.88535548e-03
  4.96563390e-02 -2.22920310e-02 -7.29531199e-02 -6.21473528e-02
 -1.46009661e-02  3.30617689e-02  3.25779393e-02 -5.98854478e-03
 -6.96674967e-03 -5.28440997e-02 -5.85255101e-02 -6.06452115e-03
  4.07852605e-02  3.71009372e-02 -9.97679532e-02  4.71212603e-02
  9.17779095e-03 -8.99726003e-02 -3.44611257e-02  5.31722158e-02
  5.40044578e-03 -2.18219757e-02  1.03975616e-01 -5.78484014e-02
 -7.76699930e-02 -6.53940812e-02  4.84839529e-02  1.03617776e-02
 -5.06068319e-02  5.41155078e-02 -8.46481323e-02 -6.66104443e-03
 -5.52632548e-02 -2.37257220e-02 -4.64458466e-02 -5.84386177e-02
 -1.74268093e-02  5.62138036e-02  4.05254364e-02 -5.10838814e-02
  3.08820931e-03  3.06440201e-02  4.66435738e-02 -6.08976670e-02
 -1.56254240e-03 -6.50397390e-02 -1.46879405e-01 -8.49287212e-02
 -9.15273000e-03 -9.67364833e-02 -2.97834612e-02 -8.65285695e-02
  9.86880139e-02 -4.03202921e-02  7.42636807e-03  1.36523778e-02
 -1.09891683e-01 -7.07263947e-02  4.50791232e-03  2.92763188e-02
  4.62519340e-02 -5.26301078e-02 -1.55258179e-03  2.04767380e-02
  5.95521927e-02  7.65004680e-02  2.48836949e-02 -3.44453901e-02
 -5.11453412e-02 -8.92836228e-02 -1.04593068e-01  5.42594604e-02
  8.29725806e-03 -3.09431292e-02 -3.54703255e-02 -1.21882118e-01
 -5.10289408e-02  8.73745829e-02  7.57090235e-03  1.43952370e-02
  1.43847996e-02 -8.55000839e-02 -7.39940023e-03 -3.55826467e-02
 -1.25702750e-02 -1.33105386e-02 -1.63031686e-02  5.61158918e-02
 -4.59786505e-02  1.11696191e-01 -1.08734131e-01  5.95669225e-02
  1.01764627e-01 -1.71655025e-02 -1.23684458e-01 -1.34285819e-02
 -6.25228882e-03  6.43412247e-02 -3.59814949e-02 -4.94596688e-03
 -2.15788018e-02 -6.49439469e-02 -1.45822102e-02 -4.85772043e-02
  6.53602779e-02  2.90629063e-02  7.60693010e-03  1.66918430e-02
  5.54826520e-02 -8.74879584e-03 -1.44051444e-02  1.99317932e-03
 -3.86683154e-03 -3.61472219e-02  9.00618266e-03  1.66829433e-02
  5.54402657e-02  2.27656886e-02 -4.68900474e-03 -8.95644277e-02
 -2.66185077e-03 -3.10855433e-02 -1.60268154e-02  3.56275775e-02
  2.70618871e-02 -7.88905323e-02 -1.08178454e-02  7.11356290e-03
  2.77921883e-03  1.81585941e-02  2.37210598e-02 -2.70006387e-03
  6.11436628e-02 -1.17258495e-02 -2.21070182e-02 -4.69377311e-03
  5.24245352e-02 -1.61730442e-02  1.04844831e-02  4.01880480e-02
  3.06325480e-02  6.39372170e-02 -6.71844482e-02 -5.05328700e-02
 -2.57110074e-02 -9.28243026e-05  6.71388283e-02  3.11754011e-02
  1.04615740e-01 -4.57093976e-02  3.32192332e-02  2.88026594e-02
 -6.83773905e-02 -7.07329661e-02 -1.50383841e-02 -3.56340408e-02
 -4.27448489e-02  6.61635920e-02  2.42462978e-02  7.87314847e-02
  4.47675921e-02 -4.13937047e-02 -3.21269557e-02  5.56115061e-02
  1.51267583e-02  2.72634290e-02  8.36277008e-03  5.30305579e-02
 -7.58964717e-02 -5.52911218e-03  2.71788705e-02 -2.01958548e-02
 -1.55443617e-03 -1.64180330e-03  1.90838706e-02 -8.02519023e-02]",Samsung Electronics estimates nearly three-fold profit surge as memory prices skyrocket
2026-01-08,"[ 0.00590633 -0.00627723 -0.00917288  0.05663593 -0.09693784  0.03004925
  0.07992554 -0.00468093  0.06300941  0.08608481 -0.14943284 -0.04903705
 -0.07254967 -0.01506805 -0.14792809  0.08022543  0.01200427  0.05610246
 -0.06141428 -0.02855271 -0.13159885 -0.00067608  0.00631303 -0.02535541
 -0.02914605 -0.05334942 -0.03642244  0.06866924  0.03870509 -0.05625094
 -0.0387808  -0.05719464 -0.11922514 -0.02241399 -0.0690378  -0.06810467
  0.06022292  0.01240892  0.02564298  0.06725605  0.03522433  0.06098351
  0.15055965  0.0790329  -0.12144588 -0.16661042 -0.0048969   0.0270151
  0.01367422  0.06665802 -0.01158494  0.0046105  -0.03771034 -0.11533766
  0.01414138  0.06609638 -0.14654541 -0.00085449  0.17033504 -0.09344482
 -0.03608117  0.04304387 -0.1340332  -0.02599276 -0.03189087 -0.04648531
 -0.04861685  0.02871    -0.02936172  0.08920523  0.01916504  0.05176251
  0.04238657 -0.01463787 -0.07949125 -0.01667903  0.04257906  0.08894701
 -0.00745098  0.08474144  0.09627827 -0.04727466  0.06431697  0.07498638
  0.01977069 -0.0407844  -0.07141583  0.18109483 -0.04067846  0.04203914
  0.13619995 -0.0016902  -0.11183049 -0.10354849  0.05075191 -0.017503
 -0.0072444  -0.00295786  0.03580944 -0.01141123 -0.07495587 -0.00662231
 -0.03594736  0.06488506  0.02296096  0.0155311  -0.10511662  0.02986497
  0.09665328 -0.07466478 -0.10265175 -0.07478685 -0.04653637 -0.02125901
  0.09375939 -0.03550368 -0.0493657  -0.11885423  0.07248159  0.00525607
 -0.00245549 -0.03297776 -0.19238986  0.14609939  0.08405714 -0.05849516
 -0.10046856 -0.02890954  0.00159396  0.05021433 -0.04307673  0.01886456
  0.02575918 -0.03290734 -0.01110488  0.00920222  0.0595216  -0.0024366
  0.00539897 -0.00523024  0.09625948 -0.18330501 -0.09410448  0.100154
  0.07718717 -0.03019832  0.03446374 -0.0026386  -0.07722355 -0.09705059
  0.05023766 -0.0332982  -0.0955834   0.06096943 -0.09144005 -0.07176326
 -0.02884146  0.01362493 -0.0801063   0.02346919  0.01343008  0.09210087
 -0.03692862  0.00288391  0.05029297 -0.08980913  0.00512578 -0.07738788
  0.01305448 -0.03601778 -0.09825721 -0.09085861 -0.01168794 -0.13753803
 -0.01152625 -0.01314603  0.09976783 -0.02949407 -0.01641846 -0.05326726
 -0.02730149 -0.04622709 -0.04968966 -0.01410382 -0.03716337  0.01874249
 -0.0019857   0.04256263 -0.01949604  0.00552133 -0.02385066 -0.0188248
 -0.02269569 -0.09712572 -0.06746967  0.04949892  0.01395827 -0.09963402
 -0.04225041 -0.14316031  0.01514611  0.0570843  -0.08860897 -0.00311514
 -0.04024095 -0.01546537  0.07242056 -0.06439678 -0.04048979 -0.04872718
  0.06292255  0.01184552 -0.07976473  0.05534069 -0.09144945  0.01765325
  0.10390062  0.05830735 -0.17392203 -0.00296725  0.02921236  0.05086106
 -0.08146198 -0.00798152  0.06867863 -0.02506549 -0.01460618 -0.0552732
  0.0639132  -0.02221328 -0.01638559  0.03019362 -0.08053824 -0.06369723
 -0.02754563 -0.00967172 -0.00792811 -0.00747798  0.04965914 -0.03781128
 -0.00468797 -0.00345905 -0.02368281 -0.02369103  0.07123742  0.01972375
 -0.02786724  0.13190167 -0.01543485 -0.12356993 -0.10242169  0.06341083
  0.0464994   0.0039086   0.0013639  -0.03924091 -0.04691256  0.01690909
 -0.05599272 -0.05486591 -0.01202862  0.01578463  0.03068425  0.01413199
 -0.04036889  0.06006799 -0.05745756 -0.02808556 -0.08714882 -0.08179356
  0.05853741  0.03105868  0.03001991 -0.05786368 -0.0048969   0.00083571
 -0.09586041 -0.07513545 -0.04805345 -0.0348006  -0.10194749  0.07047682
  0.11121544  0.05539762  0.05994591  0.0493258  -0.02496338 -0.0199761
 -0.00069486  0.08363783  0.03304819  0.07650522 -0.06945097  0.08708309
  0.01269649 -0.03485577  0.04194524 -0.03626192 -0.00952148 -0.06003512]",Google is unleashing Gemini AI features on Gmail. Users will have to opt out
2026-01-08,"[-0.01656308  0.02132305 -0.01547546  0.03848324 -0.03655333 -0.04026478
  0.0579477  -0.10390525  0.13554643  0.06885293 -0.087597   -0.03293538
 -0.00378533  0.02303338 -0.15943554  0.06430596 -0.00663733  0.05541193
  0.01809523 -0.08055551 -0.01170232  0.01273072  0.01541555  0.02598581
  0.04588646  0.04190017 -0.03788343  0.06869065  0.02554566 -0.04598097
  0.00647491 -0.00289706 -0.02825966 -0.0252194   0.01974238 -0.00529528
  0.03827068 -0.03138061  0.04100039  0.1118594   0.07486605 -0.02099264
  0.14469549  0.01287791 -0.07361723 -0.05191078 -0.01192071  0.00476525
 -0.04329149  0.03008014  0.10356323  0.02095061 -0.03407897 -0.01349622
  0.00120213  0.02801552 -0.05505909 -0.04600304  0.08339322 -0.08564068
 -0.04941122  0.02714793 -0.11853018  0.01219676 -0.01302352 -0.03814268
 -0.05231174  0.06612084 -0.01453745  0.04933099 -0.01833588 -0.03499195
  0.15673828  0.02534682 -0.10151418 -0.02955469  0.06949179  0.11105846
 -0.01033317  0.04589114  0.02208703 -0.03915425  0.00220686  0.04300848
  0.03008995 -0.0093201  -0.09617029  0.12226234 -0.01843986  0.03201174
  0.11389414  0.0062371  -0.08315234 -0.01393483 -0.03558426 -0.08159834
 -0.00320233  0.01662709  0.07959265 -0.03261657  0.01045505 -0.06138649
 -0.01681998  0.02405323  0.02573486 -0.06981405 -0.07869831 -0.01009796
  0.01282859 -0.06451119 -0.01009297 -0.02370621 -0.06260683  0.01038385
  0.10949457  0.02806907  0.0059136  -0.04837554  0.10666354  0.01861338
 -0.03304497 -0.04494759 -0.09975448  0.04925316 -0.02663748 -0.02535281
 -0.03512199 -0.09209716 -0.02283267  0.05135504 -0.06217596 -0.02991759
  0.00172899 -0.014002   -0.00535075 -0.00446248  0.05319934  0.01128524
 -0.06706128  0.0644276   0.07248855 -0.11908688 -0.00274956  0.04349638
  0.00088117 -0.04412832  0.05956777 -0.03062564 -0.02345497 -0.03872911
  0.04951285 -0.00422836 -0.04579604  0.07904139 -0.0637362  -0.01334304
  0.01432409 -0.07508514 -0.0559772  -0.06248944 -0.02604906  0.08441258
  0.02691358  0.02650763  0.06333943 -0.01349942 -0.03083101 -0.0730521
  0.06740393 -0.04750839 -0.13013981 -0.04730098  0.02968516 -0.0766782
  0.01476225 -0.07673731  0.09027445 -0.06957106  0.00305061 -0.03247999
 -0.15116729 -0.0850141  -0.02032523 -0.0037979   0.0337605  -0.03503648
 -0.04008743  0.05909345  0.05208641  0.04582339 -0.09134608 -0.00212963
 -0.04862026 -0.07649567 -0.10378798  0.02991116 -0.06940477 -0.02393768
 -0.01385939 -0.15411511 -0.03992774  0.06550042  0.00619766 -0.04702629
 -0.04237682 -0.04752403 -0.01185119 -0.0377567  -0.00522858 -0.01185234
 -0.05596463  0.02982393 -0.05696677  0.09235128 -0.082518    0.07435852
  0.09449982 -0.00077004 -0.11463401  0.00109256 -0.01550207  0.02695048
 -0.04866316  0.02031473 -0.00552042 -0.06001138  0.0108287  -0.04006948
  0.04157171  0.04557474 -0.0278186   0.03019042  0.03651898 -0.03986479
 -0.01561168  0.00592818  0.0096186  -0.04715993  0.04494956 -0.01899527
  0.03944032  0.07677052 -0.03559616 -0.0158131   0.07879066 -0.00828831
  0.0081184  -0.01615148  0.00440969 -0.05155938 -0.04943118  0.04600371
  0.01467991  0.05699244  0.01599006 -0.020789    0.08114667  0.03995471
 -0.06855284 -0.00336999  0.02186364 -0.07618281 -0.01435652  0.01082846
  0.02293665  0.07712387 -0.06374259 -0.09522483 -0.07498042 -0.01927022
 -0.00533568  0.07670646  0.08240379 -0.04128913 -0.01805499  0.01741412
 -0.0785338  -0.05199428 -0.01490179 -0.01660617 -0.04791437  0.02589868
  0.04767114  0.05642775 -0.0168623   0.00269198 -0.04065133  0.01900775
  0.00873158  0.02023901 -0.06268157  0.06314851 -0.09277233  0.00658796
  0.01782322 -0.02253601  0.02992556  0.01711163  0.04302575 -0.01436783]",Josh Brown: These are the two best energy names in our Best Stocks list
2026-01-08,"[ 5.44756302e-04  3.21178213e-02 -3.06893922e-02  1.15129843e-01
 -2.71445084e-02 -8.07256624e-02  5.06763682e-02 -6.82583526e-02
  1.52044892e-01  1.30152553e-01 -1.19417742e-01 -6.54337183e-02
 -2.24433988e-02  4.57476042e-02 -1.55559316e-01  1.06110498e-01
  2.50257291e-02  6.30070493e-02  1.74323991e-02 -9.88594145e-02
 -3.92736681e-02  4.89298487e-03  4.38754186e-02 -3.94698381e-02
  5.05970269e-02  5.20096719e-03 -2.20855847e-02  1.11853592e-01
  4.17097248e-02 -1.02290008e-02  2.24448014e-02  3.57623920e-02
 -1.15682669e-02 -8.90323594e-02  2.49268990e-02  8.46669823e-03
  4.30031270e-02  6.22830447e-03  5.26016057e-02  5.07146008e-02
  6.68710321e-02 -3.06298267e-02  1.22041546e-01 -1.59068052e-02
 -5.76301664e-02 -8.70656893e-02  4.37647924e-02  1.10955071e-02
 -2.09073480e-02  5.95461950e-02  6.62512034e-02  1.48808267e-02
 -2.57540289e-02  5.80397947e-03 -3.53802205e-03  3.86149101e-02
 -8.09340179e-02 -3.47347930e-02  3.43270786e-02 -1.12089574e-01
 -4.45479453e-02 -2.04222230e-03 -8.97890255e-02 -1.33909023e-04
  2.44842167e-03 -1.15440629e-01 -7.71417692e-02  2.59557273e-03
  2.82676965e-02  6.29447848e-02  4.60312925e-02  4.51730303e-02
  1.24010809e-01  2.91281510e-02 -1.16153412e-01 -9.89313237e-03
  6.36645779e-02  5.78388795e-02  2.83383764e-03  2.07237154e-02
 -2.33917236e-02 -5.83634637e-02 -8.84238072e-03 -1.86332618e-03
  4.80280034e-02 -1.08582564e-02 -4.88630049e-02  7.80194178e-02
  1.04363104e-02  2.88703311e-02  1.00007154e-01  8.74954760e-02
 -1.25638410e-01 -6.48589730e-02  4.54622470e-02 -2.45010555e-02
  7.16180913e-03  3.20390728e-03  5.12526929e-02 -4.37992141e-02
  3.67368502e-03 -5.40864430e-02  2.74517899e-03 -6.62617292e-03
  2.65774783e-02 -6.87704831e-02 -8.21806788e-02  2.39917282e-02
  2.22698953e-02 -4.83210757e-02  2.17888486e-02 -4.98032831e-02
 -4.59384248e-02 -3.13790850e-02  1.01578459e-01  1.12318713e-03
 -1.38556818e-03 -6.38701320e-02  9.28407833e-02  4.07041330e-03
  2.73416452e-02 -5.40196197e-05 -1.25860810e-01  6.04858398e-02
  6.45455569e-02 -5.80314547e-02 -4.15459983e-02 -4.34117801e-02
  1.39681064e-02  2.37879269e-02 -2.92547811e-02 -3.01798675e-02
  2.75970548e-02 -2.55856570e-03 -5.50810732e-02 -2.51169037e-02
  1.77335192e-03 -1.73915119e-03 -1.30204828e-02  7.80737847e-02
  1.31554440e-01 -1.15013383e-01 -1.56639367e-02 -4.66433130e-02
 -4.25909646e-02 -7.24743828e-02  4.59785908e-02 -1.01676501e-01
 -2.29864009e-02 -3.97751033e-02  9.54663530e-02 -4.69448939e-02
 -7.14284927e-02  4.64323200e-02 -9.19581428e-02 -3.42608914e-02
 -6.16840925e-03 -8.18940997e-02 -1.09274678e-01 -1.68276373e-02
 -1.41855879e-02  8.97525474e-02  2.40033027e-02 -2.15376932e-02
  3.31100374e-02 -4.37411591e-02  5.12593575e-02 -1.19902864e-01
  1.54903019e-02 -2.90914960e-02 -1.41050145e-01 -6.66952878e-02
  2.18787361e-02 -8.45007151e-02  2.10437998e-02 -5.45258783e-02
  1.04960784e-01 -3.10744364e-02  8.43076184e-02 -1.97887197e-02
 -1.14914201e-01 -7.50662237e-02  1.35583114e-02  6.94847107e-02
  6.37898073e-02 -8.03068280e-02 -1.98117830e-02  3.35088260e-02
  5.98158576e-02  4.58012708e-02  1.23926136e-03 -8.82124621e-03
 -9.29607525e-02 -7.90243894e-02  1.45467126e-03  7.41603449e-02
 -5.04754819e-02 -3.91647518e-02 -3.24880667e-02 -1.34198070e-01
 -1.08070485e-01  4.15333733e-02 -5.03098071e-02 -4.82797287e-02
 -2.19887923e-02 -7.39331990e-02  1.49009970e-03 -1.14467666e-02
 -2.92309280e-02 -4.09563445e-02 -2.41387021e-02  1.77107193e-02
 -8.70085955e-02  4.38274965e-02 -1.02058500e-01  6.48698509e-02
  1.12094529e-01 -2.43263636e-02 -8.91702622e-02 -2.28545088e-02
 -1.07734064e-02  7.37827942e-02 -6.32599592e-02 -7.93632399e-03
  3.04277800e-02 -6.65765554e-02  3.04353219e-02 -1.19008031e-02
  5.51587669e-03  3.69192548e-02  3.56603153e-02 -3.12827108e-03
  4.10892889e-02 -7.55213574e-03 -1.50469197e-02  4.80262488e-02
  7.91846961e-02 -3.79952602e-02  1.41485808e-02 -2.87229214e-02
  8.58045593e-02  5.51221110e-02 -5.98748103e-02 -5.77522367e-02
  1.69168226e-02  2.87307221e-02  5.09278737e-02  1.55053856e-02
  4.25572023e-02 -7.37480521e-02 -5.78041524e-02  5.06842621e-02
  6.18612347e-03  5.54490350e-02 -5.34583768e-03 -9.32075270e-03
  8.70007053e-02  2.47121342e-02 -4.49836105e-02 -7.51153333e-03
  3.78407463e-02 -2.98205856e-02  5.21261282e-02  2.11774446e-02
  6.81673270e-03  6.67439625e-02 -5.23229130e-02 -9.28088650e-02
 -3.29236872e-02 -7.11534843e-02  2.15929411e-02  8.52191076e-02
  6.71372712e-02 -6.18840344e-02  5.83525887e-03  9.41274315e-03
 -7.50810504e-02 -7.17591494e-02 -4.46398510e-03  5.15824258e-02
 -1.53637594e-02  6.63983598e-02  3.99652235e-02  7.83016607e-02
  3.16156857e-02 -1.17727695e-02 -5.26538715e-02  3.98385935e-02
 -3.22083221e-03  3.41860019e-02  3.28986086e-02  6.48764372e-02
 -9.71139520e-02 -4.45021689e-03  4.17904891e-02 -7.30448961e-02
 -1.80902593e-02 -1.02342628e-02  3.49792838e-02 -9.47027095e-03]",This 2025 laggard is off to a strong start in 2026 — why the rally may not last
2026-01-08,"[-0.02035088  0.04524609 -0.04678093  0.09107985 -0.033272   -0.05327739
  0.03455766 -0.10596711  0.09534644  0.09934787 -0.11419874 -0.0665594
 -0.03607598  0.00952792 -0.16212842  0.06654477 -0.02350047  0.06048472
 -0.03712114 -0.01603853 -0.09609917 -0.0206933   0.0073434  -0.07644513
 -0.01856715 -0.05395817 -0.01758385  0.05436217 -0.01896108 -0.0221776
  0.00126312 -0.09115572 -0.04756024 -0.02492866 -0.0032875  -0.01307384
  0.0185284  -0.00826802 -0.00257205  0.0560939   0.0773755   0.04857503
  0.08904021  0.08534216 -0.11255639 -0.11647747  0.01547493  0.05227409
 -0.00142887  0.06039436  0.03802448  0.02220945 -0.04421325 -0.02807541
 -0.02438145  0.0851922  -0.10676546 -0.03427306  0.08066496 -0.09830607
 -0.05468582  0.07665167 -0.12040612 -0.02810942  0.01073771 -0.02372308
 -0.02064108  0.01201385  0.05009671  0.05636023  0.02034529 -0.04583852
  0.0821354   0.03438673 -0.06903468  0.01317463  0.05662327  0.06812868
  0.04443472  0.09664441  0.04234412 -0.04175029  0.01224959  0.06348664
  0.01688182 -0.00717793 -0.07823727  0.1195536   0.02485489  0.01423575
  0.11078665  0.0201465  -0.10873049 -0.09930504  0.05073198 -0.04821049
  0.00665157  0.00695297  0.05510061 -0.03936166 -0.05544456 -0.03880828
 -0.03659058  0.0867388   0.04421577 -0.0161606  -0.07600781  0.01811344
  0.0625141  -0.02909557 -0.06931564 -0.06173398 -0.01990649  0.02703887
  0.04097531 -0.02462181 -0.01084462 -0.10142979  0.05465789  0.03281397
 -0.0183755  -0.02301067 -0.13888578  0.07962484  0.05555655 -0.04345405
 -0.07599255 -0.05474994 -0.00666361  0.07815342 -0.02277731 -0.01594137
 -0.00049829 -0.05181269 -0.06919987  0.00991849  0.01160116  0.01598253
  0.00773187  0.04223213  0.11184762 -0.16848615 -0.05600816  0.07160936
  0.00263522 -0.04170059  0.05289403  0.02871662 -0.04573185 -0.05701943
  0.03534831 -0.00097467 -0.05128717  0.09016404 -0.08303343 -0.04558976
  0.00021306 -0.00734518 -0.0526053  -0.05714963 -0.00695661  0.08518562
 -0.00461207 -0.0112831   0.00311293 -0.04300011  0.04786808 -0.05767038
 -0.01023487 -0.03896997 -0.06439293 -0.0806919  -0.01472361 -0.11461955
  0.03234751  0.02991066  0.11610441 -0.02041262  0.05018882 -0.04958567
 -0.07973879 -0.07643897 -0.0235441  -0.01060164  0.0410971   0.0085256
 -0.0011      0.05013842  0.05039348  0.0475578   0.00059803 -0.03142359
 -0.06397045 -0.08587898 -0.04620879  0.0774021   0.01988889 -0.07300869
  0.0073539  -0.13519762 -0.05586453  0.09901723 -0.02607433 -0.0459719
 -0.02282547 -0.10782823  0.02802214 -0.02033255 -0.01877153 -0.0065687
  0.02952534 -0.00112047 -0.08809347  0.09647334 -0.09261497  0.08825785
  0.0867836   0.005122   -0.10529517 -0.0110342   0.02027669  0.0691116
 -0.0309548   0.00976227  0.04207414 -0.08038834 -0.00859959 -0.0221594
  0.04294873  0.00948621 -0.01360328 -0.00799561  0.00025422 -0.03905558
 -0.04220623 -0.01021821 -0.00250524 -0.04835286  0.02947473 -0.02117584
  0.03393303  0.03425976 -0.03078986 -0.0483516   0.01272536 -0.00821651
 -0.02778416  0.06804748  0.02694198 -0.07861034 -0.07605568  0.02363684
  0.00322086  0.01001837 -0.01402913 -0.01054991 -0.00188005 -0.01948029
 -0.02906085 -0.01746053  0.04179956  0.04627389  0.05361832  0.01418003
 -0.01921138  0.1185139  -0.03765267 -0.02751902 -0.05250119 -0.04139487
  0.0022652  -0.0050872   0.05860327 -0.08462048  0.0287568   0.03471668
 -0.09231609 -0.05380575 -0.02736475 -0.0259363  -0.06859238  0.11146531
  0.08496318  0.06048528  0.04969956  0.0343236   0.00745329  0.03137935
 -0.01814872  0.05195772 -0.02843762  0.05239358 -0.10256776  0.02649724
  0.02127719 -0.03677011  0.03141281 -0.00243707  0.01176719 -0.05887205]","AI adopters: These stocks are going to see the biggest revenue boost from deploying the tech, says Trivariate Research"
