word,score
ĠFriday,0.0033679164247140034
Ġwhen,0.0015657377240676324
o,0.0014243028901476616
Ġless,0.0014098380671764925
ĠHealth,0.0013950201816753508
Ġspend,0.0013950201816753508
Ġcreating,0.0013891786045054854
Ġlot,0.0013891786045054854
Ġlike,0.0013727781200185345
ĠNov,0.0013233349339574745
ĠBig,0.001288210648315298
ĠZ,0.001288210648315298
Ġbiggest,0.0012511507011573398
Ġtied,0.0012366858781861707
Ġgovernment,0.0012160264155151636
Ġyour,0.0011646475679383218
Ġcash,0.0011583070056861982
Ġlook,0.0011501827449671527
Ġgo,0.0011501827449671527
Ġlosses,0.0011209000364948416
Ġmoney,0.0011150584593249764
Ġtake,0.0010986579748380255
ĠAmazon,0.0010983049123080527
Ġservice,0.001094398996653969
Ġcapital,0.0010776454496370454
Ġleast,0.0010428742265248417
Ġmany,0.001028555326105958
Ġalone,0.001028555326105958
Ġindustry,0.0010199320803046545
Ġplunged,0.0010140905031347889
Ġfiling,0.0009992726176336474
Ġtheir,0.0009952553720497979
ĠHow,0.0009934310404637818
Ġcost,0.0009934310404637818
ĠThursday,0.0009788853543730546
Ġsaw,0.0009766774934468583
Ġflow,0.0009563710933058237
Ġsocial,0.0009275873699157709
Ġrebound,0.0009275873699157709
Ġarticle,0.0009275873699157709
Ġbrand,0.0009275873699157709
isk,0.0009275873699157709
ĠNord,0.0009275873699157709
Ġgood,0.0009270883848335127
Ġgoing,0.0009212468076636474
Ġthem,0.0009212468076636474
Ġsmaller,0.0009131225469446017
Ġapproved,0.0009131225469446017
Ġaction,0.0009131225469446017
Ġsupport,0.0009131225469446017
Ġinsurance,0.00089830466144346
Ġdirector,0.00089830466144346
Ġthings,0.0008924630842735945
Ġholding,0.0008924630842735945
Ġeverything,0.0008924630842735945
Ġjobs,0.0008924630842735945
Ġreally,0.0008554031371156363
Ġtax,0.0008554031371156363
ĠThat,0.0008526154279876237
Ġconsumer,0.0008472728359000163
Ġagainst,0.0008409383141444671
ĠGroup,0.0008261204286433255
ated,0.00082027885147346
Ġinternet,0.00082027885147346
Ġdon,0.00082027885147346
Ġthere,0.00082027885147346
ĠIf,0.0008183431899576782
Ġjust,0.0007957480657708892
Ġwatch,0.0007914951280834073
Ġmassive,0.0007689000038966183
Ġright,0.0007687540813443328
Ġif,0.00076840101881436
Ġexpenditures,0.0007602767580953144
Ġget,0.0007544351809254491
Ġbusinesses,0.00073997035795428
Ġloss,0.0007251524724531381
ĠServices,0.0007193108952832728
Ġhelp,0.0007193108952832728
Ġout,0.0007130049256536686
ĠThere,0.0007111805940676528
Ġexpect,0.0007087519879661872
ĠAlphabet,0.0007044930097821309
ĠCloud,0.0006986514326122655
Ġonce,0.0006986514326122655
ĠSeptember,0.0006986514326122655
GL,0.0006986514326122655
Ġknow,0.0006967157710964836
ĠWith,0.0006877394627652073
Ġre,0.0006741206469096946
Ġmedia,0.0006679320477064308
Ġhealth,0.0006679320477064308
Ġfuture,0.0006679320477064308
Ġsentiment,0.0006390024017640928
ĠAnother,0.0006328077620642545
Ġdrugs,0.0006328077620642545
ĠIt,0.0006280843914204598
Ġwithout,0.0006183429390930853
er,0.0006183429390930853
ĠInternational,0.0006183429390930853
Ġresult,0.0006183429390930853
Ġplans,0.0006074309692460274
ĠOne,0.0006035250535919438
Set,0.0006035250535919438
ĠMeta,0.0006035250535919438
ĠFact,0.0006035250535919438
ian,0.0005976834764220781
ĠGO,0.0005976834764220781
Ġcombination,0.0005976834764220781
Ġalong,0.0005976834764220781
Ġpaying,0.0005976834764220781
O,0.0005976834764220781
Ġequity,0.0005957478149062965
Ġlast,0.0005687823826056848
Ġinterest,0.0005664651064339854
Ġshift,0.0005606235292641201
ĠH,0.0005500646219470346
Ġback,0.0005422873832613868
Ġseason,0.0005318398058740672
Ġdeals,0.0005318398058740672
Ġparent,0.0005313408207918091
Ġyou,0.0005235635821061618
Ġsubstantial,0.0005173749829028982
ĠSecurity,0.0005173749829028982
ĠTechnologies,0.0004967155202318909
Ġconsistent,0.0004967155202318909
G,0.0004967155202318909
Ġcontinues,0.0004947798587161092
Ġhit,0.00048031503574494
Ġabove,0.00048031503574494
Ġchange,0.00048031503574494
ers,0.0004799619732149674
Ġcut,0.00047412039604510185
Ġsees,0.00047412039604510185
Ġcare,0.00047412039604510185
Ġgroup,0.00046549715024379824
Ġwhy,0.0004596555730739327
Ġcalls,0.0004596555730739327
Ġus,0.0004596555730739327
Ġlatest,0.0004510323272726291
Ġthird,0.0004506792647426563
Ġhard,0.0004451907501027636
Ġversus,0.0004451907501027636
Ġpost,0.0004448376875727909
Ġnews,0.0004448376875727909
Ġalthough,0.00043899611040292545
Ġforecast,0.0004342787802557055
Ġexample,0.0004303728646016218
Ġmuch,0.00042650154157005803
Ġusing,0.00042453128743175637
Ġuse,0.00042453128743175637
Ġve,0.00042453128743175637
Ġaway,0.00042453128743175637
Ġthen,0.00042453128743175637
Ġstart,0.00042453128743175637
Ġincome,0.0004136193175846983
Ġlow,0.0004136193175846983
Ġdo,0.0004081308029448054
Ġtwo,0.00040777774041483275
Ġm,0.0004019361632449673
Ġresearch,0.0003938119025259218
Ġincrease,0.0003784950319425217
Ġany,0.0003784950319425217
Ġdata,0.0003707177932568745
Ġreporting,0.0003645291940536108
ĠImages,0.0003645291940536108
Ġbefore,0.00036209454745557087
ĠLilly,0.0003586876168837454
ĠEli,0.0003586876168837454
Ġreturn,0.0003586876168837454
ĠNow,0.0003442227939125763
Ġspace,0.0003442227939125763
Ġpay,0.0003442227939125763
Ġdrive,0.0003442227939125763
Ġlittle,0.0003442227939125763
Ġrates,0.00034386973138260363
Ġinitial,0.00034386973138260363
Ġinflation,0.00034386973138260363
ĠAmerican,0.00034386973138260363
ĠGlobal,0.0003380281542127382
Ġseeing,0.0003380281542127382
Ġsure,0.0003380281542127382
Ġnon,0.0003380281542127382
Ġlikely,0.0003360924926969565
ĠEven,0.0003235633312415691
Ġprovider,0.0003235633312415691
Ġsay,0.0003235633312415691
ĠAD,0.0003235633312415691
ĠNo,0.0003235633312415691
Ġme,0.0003235633312415691
Ġworth,0.0003235633312415691
ĠStock,0.0003204286000801581
Ġunder,0.00031021671479647097
Ġwork,0.0003087454457404273
Ġportfolio,0.00030096820705477993
ĠAs,0.00030096820705477993
Ġrate,0.00029234496125347644
Ġmoves,0.00029234496125347644
Ġrecord,0.0002861503215536382
Ġper,0.0002750924291542946
Ġco,0.00027218448366472727
Ġcredit,0.00027218448366472727
Ġeach,0.00027203856111244183
Ġrun,0.00026584392141260364
Ġdid,-0.0009093625538428036
i,-0.0009093625538428036
Ġartificial,-0.0009199214611598893
Ġthis,-0.0009237988246880274
Ġpace,-0.0009314586929473345
Ġfirst,-0.000933893339545375
Ġprices,-0.0009467755635307346
Ġdeal,-0.0009521181556183418
ĠAm,-0.0009521181556183418
ĠETF,-0.0009603883388896728
Ġflat,-0.0009607414014196456
Ġquestion,-0.0009665829785895109
Ġneutral,-0.0009665829785895109
Ġsays,-0.0009665829785895109
Ġsilver,-0.0009665829785895109
ĠAzure,-0.0009665829785895109
Ġsecond,-0.0009665829785895109
Ġpressure,-0.0009665829785895109
Ġinto,-0.000969017625187551
Ġmarket,-0.0009714522717855915
Ġincludes,-0.0009752062243908147
Ġoutside,-0.0009752062243908147
Ġgain,-0.0009755592869207872
Ġvolume,-0.0009814008640906529
Ġhalf,-0.0009814008640906529
Ġdelivered,-0.0009814008640906529
Ġconference,-0.0009814008640906529
Ġorders,-0.0009814008640906529
Ġsession,-0.000983336525606435
Ġseen,-0.000983336525606435
Ġrating,-0.0009891781027763
Ġpeers,-0.0009900241098919564
Ġseveral,-0.000995865687061822
Ġindex,-0.000995865687061822
als,-0.000995865687061822
Ġbase,-0.0009962187495917943
Ġthrough,-0.0009978013485776038
Ġmade,-0.001003642925747469
Ġrevenue,-0.001006430634875482
ĠD,-0.0010098375654473072
Ġprofit,-0.0010106835725629635
Ġdaily,-0.0010106835725629635
Ġlooking,-0.0010126192340787455
Ġrisk,-0.0010131182191610037
Ġremain,-0.0010181077487186382
Ġofficer,-0.0010251483955341326
Ġcustomers,-0.001047390457190949
ĠDecember,-0.0010477435197209217
Ġanalysts,-0.001064144004207873
Ġfundamentals,-0.001067550934779698
Ġclimbed,-0.001067550934779698
Ġamid,-0.0010679039973096709
Ġhousing,-0.0010679039973096709
Ġbig,-0.0010719212428935208
ĠWe,-0.0010777628200633862
ĠInvestors,-0.0010820157577508672
Ġi,-0.0010820157577508672
Ġcompared,-0.001083220867893071
Ġplatform,-0.0010909981065787182
Ġtop,-0.0010929337680945007
Ġsecurity,-0.0010964805807220364
ĠAMD,-0.0010968336432520091
Ġchip,-0.0010968336432520091
Ġlonger,-0.0010968336432520091
ĠY,-0.0011108055216374946
ĠJapan,-0.0011112984662231783
Ġweaker,-0.0011112984662231783
ĠSouth,-0.001111651528753151
Ġwhether,-0.0011252703446086635
Ġpull,-0.0011252703446086635
Ġpoint,-0.0011338935904099674
Ġdue,-0.0011347456380221982
Ġhours,-0.0011397351675798326
Ġdefense,-0.0011409342372254618
Ġcalled,-0.001148711475911109
Ġsell,-0.0011502940748969186
Ġbetween,-0.0011506471374268918
Ġfocus,-0.0011545530530809745
Ġexpectations,-0.001163529361412251
Ġincreased,-0.0011838357615532853
Ġquarterly,-0.001184188824083258
Ġsome,-0.0011954843232704969
Ġhave,-0.0011959833083527549
Ġselling,-0.001206077823210102
Ġsame,-0.0012064308857400745
Ġstill,-0.0012142081244257222
ĠPresident,-0.0012262383007988508
ĠDonald,-0.0012262383007988508
Ġweak,-0.0012265913633288238
Ġpast,-0.0012290260099268638
Ġb,-0.0012352146091301273
ĠOn,-0.00124070312377002
organ,-0.00124070312377002
PM,-0.00124070312377002
Ġreported,-0.0012462725015294713
Ġinvestor,-0.0012555210092711616
Ġhigher,-0.001266578901670506
ĠChina,-0.0012696327697123582
Ġvalue,-0.0012703388947723035
Ġour,-0.001271574471724715
Ġnow,-0.001272420478840371
Ġextended,-0.0012848037177434727
Ġhigh,-0.0012891740258572952
Ġthree,-0.0012929340189590927
Ġday,-0.0013093345034460443
Ġmomentum,-0.0013280583046012691
Ġinvestors,-0.0013374181422727263
Ġdevelopment,-0.0013416710799602073
ĠNas,-0.00134202414249018
Ġbeen,-0.0013465403731562878
ĠHere,-0.0013503003662580855
ĠAdvanced,-0.0013564889654613492
Ġfocused,-0.0013564889654613492
ĠMonday,-0.0013564950059579235
Ġmarkets,-0.0013659642588748834
Ġusers,-0.0013713068509624909
Ġannual,-0.0013713068509624909
ĠNvidia,-0.0013787310271181658
Ġweek,-0.0013831013352319879
Ġat,-0.0013964479516770853
Ġevent,-0.0014002364969048291
Ġconcerns,-0.0014142083752903144
ĠMicrosoft,-0.0014306088597772658
Ġbecome,-0.0014431380212326526
Ġwhich,-0.0014444544613046223
ĠCEO,-0.0014454267452784074
Ġshares,-0.0014494439908622567
Ġanalyst,-0.0014512683224482729
Ġthan,-0.0014608549457915737
Ġpotential,-0.0014800520458383257
Ġintelligence,-0.0014829796370220496
Ġtechnology,-0.001494163806279522
Ġdriven,-0.00150035844597936
Ġwill,-0.0015013218235213565
Ġwas,-0.0015041034921527954
Ġvs,-0.0015151763314805017
k,-0.0015299942169816436
Ġled,-0.0015299942169816436
Ġmajor,-0.0015382644002529746
Ġremains,-0.00154410597742284
Ġcustomer,-0.0015530822857541164
Ġnew,-0.0015546709252365004
Ġor,-0.0015546709252365004
Ġfollowing,-0.0015580778558083256
Ġexecutive,-0.0015589238629239817
Ġstocks,-0.001563294171037804
Ġgains,-0.0015670541641396017
Ġstrong,-0.0015728957413094673
Ġfrom,-0.0015757947803672456
Ġwrote,-0.0015815189871107708
ĠIn,-0.001600354118195762
ĠHowever,-0.001616144287670689
ĠDevices,-0.0016306091106418582
Ġcompany,-0.0016324245357960858
Ġoff,-0.0016349794187556807
Ġguidance,-0.0016532042348286478
Ġtarget,-0.0016961057591564715
Ġroughly,-0.0017027933434419927
Ġall,-0.0017075167140857877
Ġaround,-0.0017176112289431344
Ġresults,-0.0017176112289431344
Ġhead,-0.0017176112289431344
Ġyear,-0.0017208633305308863
Ġbe,-0.0017442235987137728
Ġcan,-0.0017917311232590514
Ġsignificant,-0.0017982727849922872
Ġsuch,-0.00180376129963218
Ġbeat,-0.0018185791851333217
Ġby,-0.001825737202375157
Ġafter,-0.0018276728638909384
ĠStreet,-0.001837414316218313
Ġpositive,-0.0018473689490199493
Ġbusiness,-0.0018778811939480968
ĠMicro,-0.0019047292558223674
daq,-0.0019050823183523397
Ġtrade,-0.0020201680754802984
Ġearnings,-0.0020393562690952625
Ġthat,-0.0020725103005991372
Ġnearly,-0.0021316949389875712
Ġit,-0.002223420427932642
Ġbut,-0.0022264742959744945
Ġsales,-0.0022307272336619765
ĠAI,-0.0022331618802600164
Ġother,-0.002238504472347624
Ġclose,-0.0022942882206608076
Ġtime,-0.0023255065906489
Ġwere,-0.0023419070751358514
Ġan,-0.0023446947842638635
ĠP,-0.0023897676622111025
Ġalso,-0.0023941379703249234
ĠWednesday,-0.002424185822793333
Ġsoftware,-0.0024390037082944746
Ġreports,-0.0024397098333544197
Ġare,-0.0024475984019698333
Ġreport,-0.002513476665140364
Ġsaid,-0.002540789119474374
ĠU,-0.002550037627216064
Ġhas,-0.002604350106473204
Ġover,-0.002639827454645353
Ġis,-0.0026414100536311614
Ġwith,-0.003837275991557577
ĠS,-0.003978710825477547
ĠTuesday,-0.004270203739118792
